claim_id,document,line,claim_text,numeric_occurrence,category,status,source_value,source,note,report_sha256
F04-0069,REPORT.md,33,| p92: 92% within this wait | 45.3 weeks | 38.6 weeks |,p92,percentile/threshold definition,VERIFIED,92,verification_independent_measures.csv 2024-01/2026-05 C_999 Part_2 p92,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0070,REPORT.md,33,| p92: 92% within this wait | 45.3 weeks | 38.6 weeks |,92%,percentile/threshold definition,VERIFIED,92,verification_independent_measures.csv 2024-01/2026-05 C_999 Part_2 p92,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0071,REPORT.md,33,| p92: 92% within this wait | 45.3 weeks | 38.6 weeks |,45.3,measured quantity,VERIFIED,45.26838459148804,verification_independent_measures.csv 2024-01/2026-05 C_999 Part_2 p92,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0072,REPORT.md,33,| p92: 92% within this wait | 45.3 weeks | 38.6 weeks |,38.6,measured quantity,VERIFIED,38.56866552242009,verification_independent_measures.csv 2024-01/2026-05 C_999 Part_2 p92,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0073,REPORT.md,34,| p95: 95% within this wait | 50.4 weeks | 43.4 weeks |,p95,percentile/threshold definition,VERIFIED,95,verification_independent_measures.csv 2024-01/2026-05 C_999 Part_2 p95,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0074,REPORT.md,34,| p95: 95% within this wait | 50.4 weeks | 43.4 weeks |,95%,percentile/threshold definition,VERIFIED,95,verification_independent_measures.csv 2024-01/2026-05 C_999 Part_2 p95,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0075,REPORT.md,34,| p95: 95% within this wait | 50.4 weeks | 43.4 weeks |,50.4,measured quantity,VERIFIED,50.38077235332322,verification_independent_measures.csv 2024-01/2026-05 C_999 Part_2 p95,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0076,REPORT.md,34,| p95: 95% within this wait | 50.4 weeks | 43.4 weeks |,43.4,measured quantity,VERIFIED,43.42777304929031,verification_independent_measures.csv 2024-01/2026-05 C_999 Part_2 p95,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0077,REPORT.md,35,| p92 minus the 18-week threshold | 27.3 weeks | 20.6 weeks |,p92,percentile/threshold definition,VERIFIED,92,verification_independent_measures.csv 2024-01/2026-05 C_999 Part_2 gap_weeks,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0078,REPORT.md,35,| p92 minus the 18-week threshold | 27.3 weeks | 20.6 weeks |,18,percentile/threshold definition,VERIFIED,18,verification_independent_measures.csv 2024-01/2026-05 C_999 Part_2 gap_weeks,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0079,REPORT.md,35,| p92 minus the 18-week threshold | 27.3 weeks | 20.6 weeks |,27.3,measured quantity,VERIFIED,27.268384591488037,verification_independent_measures.csv 2024-01/2026-05 C_999 Part_2 gap_weeks,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0080,REPORT.md,35,| p92 minus the 18-week threshold | 27.3 weeks | 20.6 weeks |,20.6,measured quantity,VERIFIED,20.56866552242009,verification_independent_measures.csv 2024-01/2026-05 C_999 Part_2 gap_weeks,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0081,REPORT.md,36,| Share within 18 weeks | 57.0% | 65.6% |,18,percentile/threshold definition,VERIFIED,18,verification_independent_measures.csv 2024-01/2026-05 C_999 Part_2 within18_share,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0082,REPORT.md,36,| Share within 18 weeks | 57.0% | 65.6% |,57.0%,measured quantity,VERIFIED,57.03959944635063,verification_independent_measures.csv 2024-01/2026-05 C_999 Part_2 within18_share,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0083,REPORT.md,36,| Share within 18 weeks | 57.0% | 65.6% |,65.6%,measured quantity,VERIFIED,65.55531403177815,verification_independent_measures.csv 2024-01/2026-05 C_999 Part_2 within18_share,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0084,REPORT.md,38,"The national median remained below eighteen weeks throughout the series. The decline was not uninterrupted: it reached 11.3 weeks in March 2026, then rose to 11.9 in April and 12.4 in May. Month-end snapshots cannot establish what caused either the longer-term decline or these recent rises.",eighteen,percentile/threshold definition,VERIFIED,18,verification_independent_measures.csv national monthly medians,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0085,REPORT.md,38,"The national median remained below eighteen weeks throughout the series. The decline was not uninterrupted: it reached 11.3 weeks in March 2026, then rose to 11.9 in April and 12.4 in May. Month-end snapshots cannot establish what caused either the longer-term decline or these recent rises.",11.3,measured quantity,VERIFIED,11.32913722093741,verification_independent_measures.csv national monthly medians,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0086,REPORT.md,38,"The national median remained below eighteen weeks throughout the series. The decline was not uninterrupted: it reached 11.3 weeks in March 2026, then rose to 11.9 in April and 12.4 in May. Month-end snapshots cannot establish what caused either the longer-term decline or these recent rises.",2026,period or year metadata,VERIFIED,"""2026""",verification_independent_measures.csv national monthly medians,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0087,REPORT.md,38,"The national median remained below eighteen weeks throughout the series. The decline was not uninterrupted: it reached 11.3 weeks in March 2026, then rose to 11.9 in April and 12.4 in May. Month-end snapshots cannot establish what caused either the longer-term decline or these recent rises.",11.9,measured quantity,VERIFIED,11.895654703189418,verification_independent_measures.csv national monthly medians,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0088,REPORT.md,38,"The national median remained below eighteen weeks throughout the series. The decline was not uninterrupted: it reached 11.3 weeks in March 2026, then rose to 11.9 in April and 12.4 in May. Month-end snapshots cannot establish what caused either the longer-term decline or these recent rises.",12.4,measured quantity,VERIFIED,12.42281680139593,verification_independent_measures.csv national monthly medians,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0089,REPORT.md,42,The median and p92 compared with eighteen weeks,p92,percentile/threshold definition,VERIFIED,92,NHS RTT guidance; brief definitions; raw file/header inventory,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0090,REPORT.md,42,The median and p92 compared with eighteen weeks,eighteen,percentile/threshold definition,VERIFIED,18,NHS RTT guidance; brief definitions; raw file/header inventory,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0091,REPORT.md,46,"The middle means pathways open for more than eighteen and no more than fifty-two weeks. At the end of May 2026 it contained 2,361,713 pathways, 33.0% of the list. The extracts cannot tell us how many unique people those pathways represent.",eighteen,percentile/threshold definition,VERIFIED,18,verification_independent_measures.csv 2026-05 C_999 middle counts/shares; bands18:52,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0092,REPORT.md,46,"The middle means pathways open for more than eighteen and no more than fifty-two weeks. At the end of May 2026 it contained 2,361,713 pathways, 33.0% of the list. The extracts cannot tell us how many unique people those pathways represent.",fifty-two,written number/definition,VERIFIED,52,verification_independent_measures.csv 2026-05 C_999 middle counts/shares; bands18:52,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0093,REPORT.md,46,"The middle means pathways open for more than eighteen and no more than fifty-two weeks. At the end of May 2026 it contained 2,361,713 pathways, 33.0% of the list. The extracts cannot tell us how many unique people those pathways represent.",2026,period or year metadata,VERIFIED,"""2026""",verification_independent_measures.csv 2026-05 C_999 middle counts/shares; bands18:52,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0094,REPORT.md,46,"The middle means pathways open for more than eighteen and no more than fifty-two weeks. At the end of May 2026 it contained 2,361,713 pathways, 33.0% of the list. The extracts cannot tell us how many unique people those pathways represent.","2,361,713",measured quantity,VERIFIED,2361713.0,verification_independent_measures.csv 2026-05 C_999 middle counts/shares; bands18:52,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0095,REPORT.md,46,"The middle means pathways open for more than eighteen and no more than fifty-two weeks. At the end of May 2026 it contained 2,361,713 pathways, 33.0% of the list. The extracts cannot tell us how many unique people those pathways represent.",33.0%,measured quantity,VERIFIED,33.01407462339182,verification_independent_measures.csv 2026-05 C_999 middle counts/shares; bands18:52,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0096,REPORT.md,48,| Waiting so far | January 2024: pathways / share | May 2026: pathways / share | Change in count |,2024,period or year metadata,VERIFIED,"""2024""",NHS RTT guidance; brief definitions; raw file/header inventory,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0097,REPORT.md,48,| Waiting so far | January 2024: pathways / share | May 2026: pathways / share | Change in count |,2026,period or year metadata,VERIFIED,"""2026""",NHS RTT guidance; brief definitions; raw file/header inventory,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0098,REPORT.md,50,"| Within 18 weeks | 4,321,271 / 57.0% | 4,689,601 / 65.6% | +368,330 |",18,percentile/threshold definition,VERIFIED,18,verification_independent_measures.csv endpoint within18 counts/shares,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0099,REPORT.md,50,"| Within 18 weeks | 4,321,271 / 57.0% | 4,689,601 / 65.6% | +368,330 |","4,321,271",measured quantity,VERIFIED,4321271.0,verification_independent_measures.csv endpoint within18 counts/shares,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0100,REPORT.md,50,"| Within 18 weeks | 4,321,271 / 57.0% | 4,689,601 / 65.6% | +368,330 |",57.0%,measured quantity,VERIFIED,57.03959944635063,verification_independent_measures.csv endpoint within18 counts/shares,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0101,REPORT.md,50,"| Within 18 weeks | 4,321,271 / 57.0% | 4,689,601 / 65.6% | +368,330 |","4,689,601",measured quantity,VERIFIED,4689601.0,verification_independent_measures.csv endpoint within18 counts/shares,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0102,REPORT.md,50,"| Within 18 weeks | 4,321,271 / 57.0% | 4,689,601 / 65.6% | +368,330 |",65.6%,measured quantity,VERIFIED,65.55531403177815,verification_independent_measures.csv endpoint within18 counts/shares,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0103,REPORT.md,50,"| Within 18 weeks | 4,321,271 / 57.0% | 4,689,601 / 65.6% | +368,330 |","+368,330",measured quantity,VERIFIED,368330.0,verification_independent_measures.csv endpoint within18 counts/shares,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0104,REPORT.md,51,"| Over 18, up to 52 weeks | 2,933,249 / 38.7% | 2,361,713 / 33.0% | -571,536 |",18,percentile/threshold definition,VERIFIED,18,verification_independent_measures.csv endpoint middle counts/shares,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0105,REPORT.md,51,"| Over 18, up to 52 weeks | 2,933,249 / 38.7% | 2,361,713 / 33.0% | -571,536 |",52,definition or finding identifier,VERIFIED,52,verification_independent_measures.csv endpoint middle counts/shares,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0106,REPORT.md,51,"| Over 18, up to 52 weeks | 2,933,249 / 38.7% | 2,361,713 / 33.0% | -571,536 |","2,933,249",measured quantity,VERIFIED,2933249.0,verification_independent_measures.csv endpoint middle counts/shares,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0107,REPORT.md,51,"| Over 18, up to 52 weeks | 2,933,249 / 38.7% | 2,361,713 / 33.0% | -571,536 |",38.7%,measured quantity,VERIFIED,38.718087348932414,verification_independent_measures.csv endpoint middle counts/shares,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0108,REPORT.md,51,"| Over 18, up to 52 weeks | 2,933,249 / 38.7% | 2,361,713 / 33.0% | -571,536 |","2,361,713",measured quantity,VERIFIED,2361713.0,verification_independent_measures.csv endpoint middle counts/shares,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0109,REPORT.md,51,"| Over 18, up to 52 weeks | 2,933,249 / 38.7% | 2,361,713 / 33.0% | -571,536 |",33.0%,measured quantity,VERIFIED,33.01407462339182,verification_independent_measures.csv endpoint middle counts/shares,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0110,REPORT.md,51,"| Over 18, up to 52 weeks | 2,933,249 / 38.7% | 2,361,713 / 33.0% | -571,536 |","-571,536",measured quantity,VERIFIED,-571536.0,verification_independent_measures.csv endpoint middle counts/shares,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0111,REPORT.md,52,"| Over 52 weeks | 321,394 / 4.2% | 102,341 / 1.4% | -219,053 |",52,definition or finding identifier,VERIFIED,52,verification_independent_measures.csv endpoint over52 counts/shares,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0112,REPORT.md,52,"| Over 52 weeks | 321,394 / 4.2% | 102,341 / 1.4% | -219,053 |","321,394",measured quantity,VERIFIED,321394.0,verification_independent_measures.csv endpoint over52 counts/shares,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0113,REPORT.md,52,"| Over 52 weeks | 321,394 / 4.2% | 102,341 / 1.4% | -219,053 |",4.2%,measured quantity,VERIFIED,4.2423132047169405,verification_independent_measures.csv endpoint over52 counts/shares,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0114,REPORT.md,52,"| Over 52 weeks | 321,394 / 4.2% | 102,341 / 1.4% | -219,053 |","102,341",measured quantity,VERIFIED,102341.0,verification_independent_measures.csv endpoint over52 counts/shares,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0115,REPORT.md,52,"| Over 52 weeks | 321,394 / 4.2% | 102,341 / 1.4% | -219,053 |",1.4%,measured quantity,VERIFIED,1.43061134483002,verification_independent_measures.csv endpoint over52 counts/shares,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0116,REPORT.md,52,"| Over 52 weeks | 321,394 / 4.2% | 102,341 / 1.4% | -219,053 |","-219,053",measured quantity,VERIFIED,-219053.0,verification_independent_measures.csv endpoint over52 counts/shares,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0117,REPORT.md,54,"The middle fell by 571,536 pathways across all specialties, and its share fell by 5.7 percentage points. Across the seven named specialties alone, it fell by 246,987, reproducing Finding 02. The all-specialty reduction therefore extends that finding; it is not the same cohort total.","571,536",measured quantity,VERIFIED,571536.0,verification_independent_measures.csv endpoint all-specialty/seven-specialty middle changes,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0118,REPORT.md,54,"The middle fell by 571,536 pathways across all specialties, and its share fell by 5.7 percentage points. Across the seven named specialties alone, it fell by 246,987, reproducing Finding 02. The all-specialty reduction therefore extends that finding; it is not the same cohort total.",5.7,measured quantity,VERIFIED,5.704012725540597,verification_independent_measures.csv endpoint all-specialty/seven-specialty middle changes,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0119,REPORT.md,54,"The middle fell by 571,536 pathways across all specialties, and its share fell by 5.7 percentage points. Across the seven named specialties alone, it fell by 246,987, reproducing Finding 02. The all-specialty reduction therefore extends that finding; it is not the same cohort total.",seven,written number/definition,VERIFIED,7,verification_independent_measures.csv endpoint all-specialty/seven-specialty middle changes,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0120,REPORT.md,54,"The middle fell by 571,536 pathways across all specialties, and its share fell by 5.7 percentage points. Across the seven named specialties alone, it fell by 246,987, reproducing Finding 02. The all-specialty reduction therefore extends that finding; it is not the same cohort total.","246,987",measured quantity,VERIFIED,246987,verification_independent_measures.csv endpoint all-specialty/seven-specialty middle changes,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0121,REPORT.md,54,"The middle fell by 571,536 pathways across all specialties, and its share fell by 5.7 percentage points. Across the seven named specialties alone, it fell by 246,987, reproducing Finding 02. The all-specialty reduction therefore extends that finding; it is not the same cohort total.",02,definition or finding identifier,VERIFIED,2,verification_independent_measures.csv endpoint all-specialty/seven-specialty middle changes,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0122,REPORT.md,56,"Within eighteen weeks is the largest group in every national month and in every month of each named specialty. The opposite claim in the brief fails the data check. The middle is, however, the largest group among pathways already beyond eighteen weeks. That conditional denominator is different from the whole waiting list.",eighteen,percentile/threshold definition,VERIFIED,18,NHS RTT guidance; brief definitions; raw file/header inventory,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0123,REPORT.md,56,"Within eighteen weeks is the largest group in every national month and in every month of each named specialty. The opposite claim in the brief fails the data check. The middle is, however, the largest group among pathways already beyond eighteen weeks. That conditional denominator is different from the whole waiting list.",eighteen,percentile/threshold definition,VERIFIED,18,NHS RTT guidance; brief definitions; raw file/header inventory,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0124,REPORT.md,58,The three waiting groups as pathway counts,three,written number/definition,VERIFIED,3,NHS RTT guidance; brief definitions; raw file/header inventory,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0125,REPORT.md,62,"These figures are for pathways still waiting in May 2026, in the same England scope:",2026,period or year metadata,VERIFIED,"""2026""",NHS RTT guidance; brief definitions; raw file/header inventory,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0126,REPORT.md,64,| Specialty (code) | Median (weeks) | p92 (weeks) | Gap from 18 (weeks) | Middle: pathways / share |,p92,percentile/threshold definition,VERIFIED,92,NHS RTT guidance; brief definitions; raw file/header inventory,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0127,REPORT.md,64,| Specialty (code) | Median (weeks) | p92 (weeks) | Gap from 18 (weeks) | Middle: pathways / share |,18,percentile/threshold definition,VERIFIED,18,NHS RTT guidance; brief definitions; raw file/header inventory,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0128,REPORT.md,66,"| General surgery (C_100) | 13.3 | 40.9 | 22.9 | 135,174 / 35.4% |",C_100,raw schema/scope identifier,VERIFIED,"""C_100""",verification_independent_measures.csv 2026-05 C_100 Part_2,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0129,REPORT.md,66,"| General surgery (C_100) | 13.3 | 40.9 | 22.9 | 135,174 / 35.4% |",13.3,measured quantity,VERIFIED,13.26061604201905,verification_independent_measures.csv 2026-05 C_100 Part_2,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0130,REPORT.md,66,"| General surgery (C_100) | 13.3 | 40.9 | 22.9 | 135,174 / 35.4% |",40.9,measured quantity,VERIFIED,40.87376570458404,verification_independent_measures.csv 2026-05 C_100 Part_2,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0131,REPORT.md,66,"| General surgery (C_100) | 13.3 | 40.9 | 22.9 | 135,174 / 35.4% |",22.9,measured quantity,VERIFIED,22.87376570458404,verification_independent_measures.csv 2026-05 C_100 Part_2,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0132,REPORT.md,66,"| General surgery (C_100) | 13.3 | 40.9 | 22.9 | 135,174 / 35.4% |","135,174",measured quantity,VERIFIED,135174.0,verification_independent_measures.csv 2026-05 C_100 Part_2,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0133,REPORT.md,66,"| General surgery (C_100) | 13.3 | 40.9 | 22.9 | 135,174 / 35.4% |",35.4%,measured quantity,VERIFIED,35.432519783903935,verification_independent_measures.csv 2026-05 C_100 Part_2,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0134,REPORT.md,67,"| Trauma and orthopaedics (C_110) | 14.1 | 41.8 | 23.8 | 312,261 / 37.7% |",C_110,raw schema/scope identifier,VERIFIED,"""C_110""",verification_independent_measures.csv 2026-05 C_110 Part_2,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0135,REPORT.md,67,"| Trauma and orthopaedics (C_110) | 14.1 | 41.8 | 23.8 | 312,261 / 37.7% |",14.1,measured quantity,VERIFIED,14.110845070422537,verification_independent_measures.csv 2026-05 C_110 Part_2,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0136,REPORT.md,67,"| Trauma and orthopaedics (C_110) | 14.1 | 41.8 | 23.8 | 312,261 / 37.7% |",41.8,measured quantity,VERIFIED,41.835237203495645,verification_independent_measures.csv 2026-05 C_110 Part_2,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0137,REPORT.md,67,"| Trauma and orthopaedics (C_110) | 14.1 | 41.8 | 23.8 | 312,261 / 37.7% |",23.8,measured quantity,VERIFIED,23.835237203495645,verification_independent_measures.csv 2026-05 C_110 Part_2,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0138,REPORT.md,67,"| Trauma and orthopaedics (C_110) | 14.1 | 41.8 | 23.8 | 312,261 / 37.7% |","312,261",measured quantity,VERIFIED,312261.0,verification_independent_measures.csv 2026-05 C_110 Part_2,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0139,REPORT.md,67,"| Trauma and orthopaedics (C_110) | 14.1 | 41.8 | 23.8 | 312,261 / 37.7% |",37.7%,measured quantity,VERIFIED,37.714503116092565,verification_independent_measures.csv 2026-05 C_110 Part_2,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0140,REPORT.md,68,"| ENT (C_120) | 14.8 | 41.6 | 23.6 | 231,502 / 39.0% |",C_120,raw schema/scope identifier,VERIFIED,"""C_120""",verification_independent_measures.csv 2026-05 C_120 Part_2,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0141,REPORT.md,68,"| ENT (C_120) | 14.8 | 41.6 | 23.6 | 231,502 / 39.0% |",14.8,measured quantity,VERIFIED,14.7580394035571,verification_independent_measures.csv 2026-05 C_120 Part_2,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0142,REPORT.md,68,"| ENT (C_120) | 14.8 | 41.6 | 23.6 | 231,502 / 39.0% |",41.6,measured quantity,VERIFIED,41.626389011962786,verification_independent_measures.csv 2026-05 C_120 Part_2,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0143,REPORT.md,68,"| ENT (C_120) | 14.8 | 41.6 | 23.6 | 231,502 / 39.0% |",23.6,measured quantity,VERIFIED,23.626389011962782,verification_independent_measures.csv 2026-05 C_120 Part_2,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0144,REPORT.md,68,"| ENT (C_120) | 14.8 | 41.6 | 23.6 | 231,502 / 39.0% |","231,502",measured quantity,VERIFIED,231502.0,verification_independent_measures.csv 2026-05 C_120 Part_2,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0145,REPORT.md,68,"| ENT (C_120) | 14.8 | 41.6 | 23.6 | 231,502 / 39.0% |",39.0%,measured quantity,VERIFIED,38.95169526745197,verification_independent_measures.csv 2026-05 C_120 Part_2,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0146,REPORT.md,69,"| Ophthalmology (C_130) | 10.2 | 33.4 | 15.4 | 157,081 / 25.2% |",C_130,raw schema/scope identifier,VERIFIED,"""C_130""",verification_independent_measures.csv 2026-05 C_130 Part_2,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0147,REPORT.md,69,"| Ophthalmology (C_130) | 10.2 | 33.4 | 15.4 | 157,081 / 25.2% |",10.2,measured quantity,VERIFIED,10.206322476125512,verification_independent_measures.csv 2026-05 C_130 Part_2,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0148,REPORT.md,69,"| Ophthalmology (C_130) | 10.2 | 33.4 | 15.4 | 157,081 / 25.2% |",33.4,measured quantity,VERIFIED,33.41153698571733,verification_independent_measures.csv 2026-05 C_130 Part_2,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0149,REPORT.md,69,"| Ophthalmology (C_130) | 10.2 | 33.4 | 15.4 | 157,081 / 25.2% |",15.4,measured quantity,VERIFIED,15.411536985717332,verification_independent_measures.csv 2026-05 C_130 Part_2,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0150,REPORT.md,69,"| Ophthalmology (C_130) | 10.2 | 33.4 | 15.4 | 157,081 / 25.2% |","157,081",measured quantity,VERIFIED,157081.0,verification_independent_measures.csv 2026-05 C_130 Part_2,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0151,REPORT.md,69,"| Ophthalmology (C_130) | 10.2 | 33.4 | 15.4 | 157,081 / 25.2% |",25.2%,measured quantity,VERIFIED,25.151833936185707,verification_independent_measures.csv 2026-05 C_130 Part_2,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0152,REPORT.md,70,"| Gastroenterology (C_301) | 11.8 | 36.1 | 18.1 | 111,247 / 30.1% |",C_301,raw schema/scope identifier,VERIFIED,"""C_301""",verification_independent_measures.csv 2026-05 C_301 Part_2,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0153,REPORT.md,70,"| Gastroenterology (C_301) | 11.8 | 36.1 | 18.1 | 111,247 / 30.1% |",11.8,measured quantity,VERIFIED,11.771811329203672,verification_independent_measures.csv 2026-05 C_301 Part_2,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0154,REPORT.md,70,"| Gastroenterology (C_301) | 11.8 | 36.1 | 18.1 | 111,247 / 30.1% |",36.1,measured quantity,VERIFIED,36.11276273022752,verification_independent_measures.csv 2026-05 C_301 Part_2,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0155,REPORT.md,70,"| Gastroenterology (C_301) | 11.8 | 36.1 | 18.1 | 111,247 / 30.1% |",18.1,measured quantity,VERIFIED,18.112762730227516,verification_independent_measures.csv 2026-05 C_301 Part_2,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
F04-0156,REPORT.md,70,"| Gastroenterology (C_301) | 11.8 | 36.1 | 18.1 | 111,247 / 30.1% |","111,247",measured quantity,VERIFIED,111247.0,verification_independent_measures.csv 2026-05 C_301 Part_2,,90dac13322fe31df5dd237207d3da539bedc943785492dee548bd2a0adcf3b57
